I am still waiting on my heater to arrive.,Okay great!
I am still waiting on my heater to arrive.,Can I confirm your name is name?
Can I confirm your name is name?,Yes I am Mr. .
Yes I am Mr. .,Great!
Yes I am Mr. .,For me to confirm your order I need to verify some info from you
For me to confirm your order I need to verify some info from you,What is your name and location?
What is your name?,My name is .
What is your name?,I still need to verify your information for your order
I still need to verify your information for your order,Sure.
Sure.,Can I please have your billing address that matches the one on file?
Can I please have your billing address that matches the one on file?,Ok wait a minute.
Can I please have your billing address that matches the one on file?,Did you send the heater to my billing address?
Did you send the heater to my billing address?,The Shipping address matches the Billing address here still needs verification from you
The Shipping address matches the Billing address here still needs verification from you,Ok that maybe the issue then.
The Shipping address matches the Billing address here still needs verification from you,Where is your location?
The Shipping address matches the Billing address here still needs verification from you,I know it should had been her.
Ok well I live on address.,Great!
Ok well I live on address.,May I have your card number as well for confirmation.
May I have your card number as well for confirmation.,I dont feel comfortable giving out my credit card.
May I have your card number as well for confirmation.,Do you see an issue with my order?
Do you see an issue with my order?,We need to confirm the Credit Card Number on file to prevent fraud.
Our customer loyalty algorithm has made that determination.,Oh I see.
Our customer loyalty algorithm has made that determination.,What do I have to do?
What do I have to do?,Which category are you interested: Movies or Dining?
Which category are you interested: Movies or Dining?,I need to think about it.
Which category are you interested: Movies or Dining?,Give me your phone number and I will call you back.
Give me your phone number and I will call you back.,I have no direct number.
I have no direct number.,Oh.
I have no direct number.,What about your email address?
What about your email address?,We can contact you at a later time if you wish.
We can also send you a mailer if you could give me you address.,Oh.
We can also send you a mailer if you could give me you address.,You can't use the address from my order?
You can't use the address from my order?,Yes but for security purposes we need you to verify it Mr name.
Yes but for security purposes we need you to verify it Mr name.,Oh.
Yes but for security purposes we need you to verify it Mr name.,That seems strange.
Go ahead and send it.,We still need to know which specific offer you want.
Dining.,Offers are Red Lobster Olive Garden Abuelo's Red Robin and Bricktown Brewery
Offers are Red Lobster Olive Garden Abuelo's Red Robin and Bricktown Brewery,No
Hello is this name?,hello
hello,Hello I am calling from Amazon customer service how are you today?
Hello I am calling from Amazon customer service how are you today?,Fine thank you.
Fine thank you.,That is good to hear.
Fine thank you.,I am calling in regards to your recent Amazon Prime order.
I am calling in regards to your recent Amazon Prime order.,Ok. What's the issue?
Can you provide me with the transaction number?,Can you provide me info to prove that you're really calling from Amazon?
Can you provide me info to prove that you're really calling from Amazon?,My name is  from the address call center.
Are you looking at the card ending in card number?,No.
Okay you can reach us anytime at phone number.,Ok.
Okay you can reach us anytime at phone number.,Thank you.
Sounds good.,Is there anything else I may help with today?
Is there anything else I may help with today?,No thanks
No thanks,Please hold the line for a short survey about your experience today.
Please hold the line for a short survey about your experience today.,ok
Please hold the line for a short survey about your experience today.,No
hello,Hello
Hello,i am an amazon customer staff
i am an amazon customer staff,Oh Hello Amazon!
Oh Hello Amazon!,Hello you bought something from amazon whats your card number?
Hello you bought something from amazon whats your card number?,If you don't mind me asking with whom am I speaking with exactly?
If you don't mind me asking with whom am I speaking with exactly?,I am  Amazon customer Service staff
I am  Amazon customer Service staff,It's nice to meet you Mr. name!
I am  Amazon customer Service staff,May I ask why Amazon is contacting me?
 Oh sure do you have a phone number I can reach you at?,yes phone number
address,Thank you so much!
what of watching a movie,Yes
My name is ,Hi name how are you doing to day?
Hi name how are you doing to day?,fine
yeah i am a amazon customer service staff,what is the reason for your call then Mr. name?
what is the reason for your call then Mr. name?,you  bought something on amazon.com using credit card
Name of name,I'll have to ask her and then call you back
What number can I reach you at?,phone number
phone number,Great and your name was name right?
Great and your name was name right?,yeah
yeah,Yes
hello,hello
hello,I am  from amazon customer service
I am  from amazon customer service,Yes name why are you calling me?
Okay what purchase are you asking about?,you bought something from us
you bought something from us,Yes I shop Amazon quite a bit which item are you calling about?
Yes I shop Amazon quite a bit which item are you calling about?,your recent purchase which is yet to be delivered
your recent purchase which is yet to be delivered,Yes what would you like to know about that purchase?
it isn't a delivery error but the card details don't seem to be right.,Well this credit card has been used on my account several times
Well I will be glad to call you back once i check my account?,if you give me your card details now i can process your order
of course,What location of Amazon are you at?
of course,What is the number?
What is the number?,i am at the head quarters
i am at the head quarters,Which is in what California or New York?
Which is in what California or New York?,address
address,So what is your call back number?
address,yes
Hello my name is  may I have your name?,Hi name.
Hello my name is  may I have your name?,This is .
Ok.,I need your permission to look into your account is that ok?
I need your permission to look into your account is that ok?,I am not showing your information.
I need your permission to look into your account is that ok?,Where is your location and department name?
Where is your location and department name?,My name is Norman Paul and I am located in Raleigh NC
My name is Norman Paul and I am located in Raleigh NC,Do you have an exact address?
Do you have an exact address?,yes sir address
yes sir address,Yes you have my permission to access my account.
Yes you have my permission to access my account.,Thanks name just give me a minute to pull up your account
Thanks name just give me a minute to pull up your account,Ok thank you.
Ok thank you.,It seems your card number is missing a number
It seems your card number is missing a number,How so?
It seems your card number is missing a number,You guys have already charged me.
You guys have already charged me.,I see there was an email sent explaining the mix up
I see there was an email sent explaining the mix up,I never received it.
I see there was an email sent explaining the mix up,Which email did you send it to?
Which email did you send it to?,name @gmail.com we can cancel your transaction or summit your information again
phone number is the number,Which department are you in name?
Which department are you in name?,Customer Service name
that sounds good would you like to cancel this transaction or summit new information,You already charged me.
that sounds good would you like to cancel this transaction or summit new information,No
My name is ,Hi name i have a few questions for you.
My name is ,Do you have some time?
Do you have some time?,Yes!
Do you have some time?,go ahead and ask
go ahead and ask,I am aware that you recently purchased something from amazon am i correct?
I am aware that you recently purchased something from amazon am i correct?,Yes a few things actually
Yes a few things actually,You might be a victim of identity fraud.
You might be a victim of identity fraud.,what do I need to do?
This is an amazon administrator from the department of security.,Just incase we get disconnected can I have your call back number name?
Just incase we get disconnected can I have your call back number name?,Yes but first i need some information.
What do you need from me?,I need you to confirm credit card information.
What do you need from me?,Cvs exp and address please.
Cvs exp and address please.,Not comfortable doing that over the phone.
Cvs exp and address please.,Especially since you guys have had issues
Especially since you guys have had issues,However i need your cooperation please.
However i need your cooperation please.,last 4 digits of my card show in the system?
However i need your cooperation please.,which amazon center are you calling from?
i understand my friend but i want a bonus as well.,what was that info?
i understand my friend but i want a bonus as well.,Yes
I would like to talk to you about your recent purchase from Amazon.com,Okay thank you.
I would like to talk to you about your recent purchase from Amazon.com,It never arrived.
It never arrived.,Ok sorry about that.
It never arrived.,I'll do my best to make sure this gets fixed.
I'll do my best to make sure this gets fixed.,Thank you.
Is there another way I confirm my identity?,It can be arranged but it would elongate the process severely.
It can be arranged but it would elongate the process severely.,That is fine.
It can be arranged but it would elongate the process severely.,I would rather not give my credit card information over the phone.
I would rather not give my credit card information over the phone.,Ok know that it will take up to 90 days to receive a replacement.
Ok know that it will take up to 90 days to receive a replacement.,That is a long time.
Ok know that it will take up to 90 days to receive a replacement.,I do not see why it would need to take that long?
Shouldn't you know which purchase you are calling about?,Currently I only know you have a problem.
Currently I only know you have a problem.,Do you have a manager I can speak to?
Currently I only know you have a problem.,Yes
Hello how are you today name?,Not too well.
Hello how are you today name?,I ordered a heater on Amazon and it hasn't arrived yet.
I ordered a heater on Amazon and it hasn't arrived yet.,That is what I was calling about.
I ordered a heater on Amazon and it hasn't arrived yet.,I am with Amazon Customer Service.
I am with Amazon Customer Service.,Do you know why I haven't received my heater?
Well you can all me back at phone number.,And could I get your name please?
And could I get your name please?,My name is .
My name is .,One last question Mr. name.
My name is .,What Amazon location do you work at?
What Amazon location do you work at?,I work at address
I work at address,Okay that seems to check out.
I work at address,And why did you need my credit card again?
I received your name and item you ordered,Would you happen to have my billing address?
I received your name and item you ordered,Or date of purchase?
Or date of purchase?,No I just have your name and the heater you ordered.
No I just have your name and the heater you ordered.,As a customer service rep shouldn't you have that information?
As a customer service rep shouldn't you have that information?,Once I have your card I can verify purchase and get other info.
Once I have your card I can verify purchase and get other info.,I am skeptical to give you my card if you cannot provide any information.
I am skeptical to give you my card if you cannot provide any information.,Sir it is up to you.
I am skeptical to give you my card if you cannot provide any information.,But I cannot help you if you don't.
But I cannot help you if you don't.,I'm sorry.
But I cannot help you if you don't.,I think that I'll find help in a more secure way.
But I cannot help you if you don't.,Yes
I am skeptical to give you my card if you cannot provide any information.,How are you today?
How are you today?,I'm fine thank you how are you ?
I'm fine thank you how are you ?,I looked over your recent order and we had a problem with your payment.
I looked over your recent order and we had a problem with your payment.,What is wrong with my payment ?
What is wrong with my payment ?,The credit card info you gave us was incorrect.
What is wrong with my payment ?,Can you please resubmit?
Can you please resubmit?,Where are you calling from ?
Where are you calling from ?,Amazon Customer Service Center in address
Amazon Customer Service Center in address,Can you give your name and phone number please.
Can you give your name and phone number please.,My name is  and my number is phone number
My name is  and my number is phone number,Thank you where are you located ?
Thank you where are you located ?,The Amazon Customer Service Center located in address
The Amazon Customer Service Center located in address,Thank you
Thank you,No problem.
Do you still want me to process your order?,Yes I still need the the Heater
Yes I still need the the Heater,Ok I will need your payment information again
Ok I will need your payment information again,Okay i will just get that for you.
Okay i will just get that for you.,Thank you.
Okay i will just get that for you.,I will need Credit Card number csv number expiration date name and billing address
I will need Credit Card number csv number expiration date name and billing address,That is my credit card number number
That is my credit card number number,Perfect.
That is my credit card number number,Now the csv and expiration date?
Now the csv and expiration date?,csv is the csv
csv is the csv,Ok now expiration date?
Ok now expiration date?,date is expiration date
Ok now expiration date?,No
Hello how are you today ?,ya good what about you
ya good what about you,I am calling about a recall on the product that you bought from us
I am calling about a recall on the product that you bought from us,oh ok what you want to tell me that
oh ok what you want to tell me that,I just need to verify a few things to refund your money
I just need to verify a few things to refund your money,ok your name please and how much would you refund me
We are refunding you the full cost of the product,ok how many times should be taken  of refund process
ok how many times should be taken  of refund process,I do not understand your question
I do not understand your question,I want to clear that timing of this process means that days
I want to clear that timing of this process means that days,I will refund your money right away
I will refund your money right away,ok i understood that  how can I trust you from an amazon
ok  Just you tell me my name is enough,You name is name.
ok  Just you tell me my name is enough,Would you like to begin the process ?
Would you like to begin the process ?,what you want to know about myself  or my details
what you want to know about myself  or my details,I need you to verify your address
I need you to verify your address,my address is address
I need you to verify your address,No
what you want to know about myself  or my details,In order to help you I need your credit card number please.
What was your name and what company are you from?,.
What was your name and what company are you from?,I see from the phone you are calling from that you are name.
What was your name and what company are you from?,Correct?
Correct?,You called me from an unknown number.
Correct?,What company are you calling from
What company are you calling from,Amazon.
It was a heater  where are you located?,Please verify your credit card #
Please verify your credit card #,Can you not track it by the address?
Can you not track it by the address?,we can try that yes what is your address?
we can try that yes what is your address?,You have my number.
we can try that yes what is your address?,You should have the address on file
You should have the address on file,what address did you use
can you simply give me your credit card number so I can assist you,I don't feel comfortable giving out that information
If you have my phone nhmnum you should have my information,I have customers needing my assistance.
I have customers needing my assistance.,If you are calling from Amazon.
I have customers needing my assistance.,I need your help.
I have customers needing my assistance.,Your number is unknown
I have customers needing my assistance.,Yes
Hi name my name is .,Hello Mr. name how may I help you?
Hello Mr. name how may I help you?,I'm a customer service rep from Amazon.
Which one?,I'm not sure I think it's the last one here on your account.
I'm not sure I think it's the last one here on your account.,I do have a package that never came.
I do have a package that never came.,The problem seems to be an error in your payment information.
The problem seems to be an error in your payment information.,The number isn't showing up for me on the phone.
The number isn't showing up for me on the phone.,My phone number is phone number.
My phone number is phone number.,Alright and which Amazon location are you calling from?
Alright and which Amazon location are you calling from?,I'm located at address.
I'm located at address.,Alrighty thank you.
All right let's get the correct payment information so you can get your package!,Alright.
All right let's get the correct payment information so you can get your package!,Just to make sure this is for the heater right?
Just to make sure this is for the heater right?,Yes can you verify your address for me?
Yes can you verify your address for me?,The address is address
The address is address,That matches what we have here in the system.
That matches what we have here in the system.,Sounds great
Sounds great,Please read out your CC number for verification.
Please read out your CC number for verification.,That would be card number
That would be card number,Is that csv number?
That would be card number,We need your credit card number.
We need your credit card number.,number
number,Very good and the csv code on the back of your card?
Very good and the csv code on the back of your card?,csv
date,Is the billing address the same as your address here?
Is the billing address the same as your address here?,Absolutely.
Absolutely.,Perfect.
Absolutely.,We'll complete this transaction for you.
We'll complete this transaction for you.,I appreciate it Mr. name!
I appreciate it Mr. name!,Mr. name you'll receive your package within seven business days!
lol Thank you for using Amazon!,No problem!
No problem!,Have a great day.
Have a great day.,No
Hello this is ,Hello name How are you today?
Hello name How are you today?,I'm good.
Hello name How are you today?,Who am I speaking with please?
Who am I speaking with please?,This is 
This is ,Hello name.
This is ,How can I assist you today?
How can I assist you today?,Not sure name.
How can I assist you today?,You were the one that called me.
How can I assist you today?,Haha
Haha,Yes that's correct.
Haha,I am Amazon customer service returning your call.
I am Amazon customer service returning your call.,That's strange.
I am Amazon customer service returning your call.,I don't recall ever calling Amazon
I don't recall ever calling Amazon,I apologize name but I notice here we are checking into account problems.
I apologize name but I notice here we are checking into account problems.,I'm sorry.
I apologize name but I notice here we are checking into account problems.,I'm so lost here.
I apologize name but I notice here we are checking into account problems.,Can you tell me where you are located?
Can you tell me where you are located?,I am located in address.
You can reach me personally at phone number,Thank you.
You can reach me personally at phone number,Didn't know Amazon was in address.
You can reach me personally at phone number,Where exactly is it?
Huh my mother lives on Miller Avenue right around the block..,I see you made a purchase Jim and I need your account number.
I see you made a purchase Jim and I need your account number.,Don't remember Amazon being there
Don't remember Amazon being there,Yes we are there sir.
Don't remember Amazon being there,Now could we check your account?
Now could we check your account?,How's the weather there today?
Now could we check your account?,She's been saying it's going to snow for weeks
She's been saying it's going to snow for weeks,It's quite cold.
She's been saying it's going to snow for weeks,To protect you what is the credit card number again?
How long have you been working at Amazon?,Oh for a long time sir.
Oh for a long time sir.,How long is a long time?
Oh for a long time sir.,Yes
Hi this is  from Amazon could I ask you a few questions?,Sure
Sure,Have you bought anything from Amazon recently?
Have you bought anything from Amazon recently?,I bought a heater.
I bought a heater.,Were you satisfied with your purchase?
Were you satisfied with your purchase?,What was your name again?
What was your name again?,My name is  would you like to return your heater?
My name is  would you like to return your heater?,No just upset I havent gotten it
Norman would it be possible for me to call you?,If you need reimbursement I can provide my phone number to you.
If you need reimbursement I can provide my phone number to you.,Yeah that would be great
Yeah that would be great,Okay my phone number is phone number
Okay my phone number is phone number,Where are you from?
Where are you from?,I'm sorry it's against protocol to provide anymore personal information.
Since this is a company line my phone has an 800 area code.,I see.
Since this is a company line my phone has an 800 area code.,Where is the company from?
Where is the company from?,Amazon is based in address.
Amazon is based in address.,Im sure the weather is nice
Im sure the weather is nice,It's great.
Im sure the weather is nice,Would you still like reimbursement for the heater sir?
Would you still like reimbursement for the heater sir?,No
How are you?,I'm doing well thank you for asking.
I'm doing well thank you for asking.,May I ask what this call is about
May I ask what this call is about,I am contacting you in regards to a recent order of yours with Amazon.
I am contacting you in regards to a recent order of yours with Amazon.,I have made many recent purchases on Amazon
I have made many recent purchases on Amazon,This was your most recent order placed on your account.
May I first ask where you are calling from?,I am calling from the Amazon Customer Service office.
I am located in address.,Thanks.
phone number,before confirming my billing details.
phone number,What is the last four numbers of my credit card?
What is the last four numbers of my credit card?,I'm unable to provide that information without first confirming some of your personal information.
I'm unable to provide that information without first confirming some of your personal information.,Okay name how long have you had this job for Amazon?
I'm unable to provide that information without first confirming some of your personal information.,Yes
Hi name We came to know your order with Amazon.com,Yeah I ordered a Heater and it hasn't come in yet
Sure,So please mention your card number
So please mention your card number,It's all there in the account I paid for the product with it
Sir There is no details about ur payment so Please mention ur details,Can I please have your name?
Sir There is no details about ur payment so Please mention ur details,Your support isn't helping me fix this
Your support isn't helping me fix this,This is 
Sure Call phone number,Alright and the location of the office?
If that's true then tell me my name and case number.,Your name is name
Your name is name,And my case number?
Your name is name,Every Support Assistant is given one when its submitted
Every Support Assistant is given one when its submitted,Yes Sir according to our Payment Department your case no is 5743982
Yes Sir according to our Payment Department your case no is 5743982,I see.
Yes Sir according to our Payment Department your case no is 5743982,Yes
Every Support Assistant is given one when its submitted,Thank you again for your purchase from Amazon.
Hello can we please speak about the item I ordered first please?,How are you enjoying your new purchase?
How are you enjoying your new purchase?,It hasn't arrived yet who am I speaking with?
It hasn't arrived yet who am I speaking with?,My name is .
Ok hi name where are you located and do you have a contact number?,The elite Amazon contact number is phone number.
The elite Amazon contact number is phone number.,Thanks so the order hasn't arrived yet could you look into that for me?
I just need to confirm the billing address please.,It's the same that is on my account also
It's the same that is on my account also,Can you confirm your billing address?
Can you confirm your billing address?,I can confirm that the state is California
Can you confirm your billing address?,Yes
It's the same that is on my account also,My name is .
It's the same that is on my account also,How can I assist you today?
How can I assist you today?,I placed an order and thought I would have it by now.
I placed an order and thought I would have it by now.,For the camera you ordered?
For the camera you ordered?,No I am looking for my heater.
For the camera you ordered?,May I get your last name please?
May I get your last name please?,Of course Mr. name.
May I get your last name please?,My name is .
My name is .,Thank you.
My name is .,Do you know when my heater will arrive?
Do you know when my heater will arrive?,It looks like we have it as shipped from our warehouse on the 18th.
It looks like we have it as shipped from our warehouse on the 18th.,when can I expect delivery?
when can I expect delivery?,Can I get you to verify the shipping address sir?
Can I get you to verify the shipping address sir?,I usually verify with my phone number.
I usually verify with my phone number.,I understand sir just wanting to make sure it's going to the correct address
and that's the same as the billing address we have on file correct?,yes   I need your phone number please
yes   I need your phone number please,of course.
yes   I need your phone number please,you can reach us anytime at phone number
you can reach us anytime at phone number,thank you   when will my order arrive?
so it will be here today?,sometime before 8pm weather permitting.
sometime before 8pm weather permitting.,that will be great.
Where are you?,Of course sir.
Where are you?,Severe winter weather has been affecting shipping however.
Severe winter weather has been affecting shipping however.,no
Where are you?,May I please speak with Mr. name.
May I please speak with Mr. name.,This is 
This is ,Hello Mr. name.
This is ,My name is  and I'm calling from Amazon Customer Service
My name is  and I'm calling from Amazon Customer Service,Okay.
My name is  and I'm calling from Amazon Customer Service,And what do you need from me Mr. name?
And what do you need from me Mr. name?,There seems to be an issue with your credit card.
And what do you need from me Mr. name?,Could I have that number again please.
Could I have that number again please.,I'll need more details Mr. name.
Could I have that number again please.,What is the issue?
What is the issue?,The payment isn't processing and I'd like to get the details again for accuracy.
The payment isn't processing and I'd like to get the details again for accuracy.,What details?
The payment isn't processing and I'd like to get the details again for accuracy.,My card number?
My card number?,Yes please.
Could you verify what I'm purchasing?,I don't actually have those details Mr. name - I'm in the billing department.
Would you like to call me back to ensure security?,I would assume that Amazon's system would be pretty top notch sir.
I would assume that Amazon's system would be pretty top notch sir.,It is.
I would assume that Amazon's system would be pretty top notch sir.,My number is phone number.
My number is phone number.,I will call the number and we will take it from there.
My number is phone number.,I'm skeptical
I'm skeptical,I understand Mr. Lee - can't be too careful these days!
I understand Mr. Lee - can't be too careful these days!,Could you verify my mailing address?
Could you verify my mailing address?,The address we have is address.
Could you verify my mailing address?,Is that correct?
Is that correct?,Could you verify the 3 digit code on the back of my card?
Is that correct?,Yes
Could you verify my mailing address?,Thanks for contacting Amazon Customer Service how can I help you?
Thanks for contacting Amazon Customer Service how can I help you?,Hi name.
Thanks for contacting Amazon Customer Service how can I help you?,I am still waiting my heater to arrive.
Thanks for contacting Amazon Customer Service how can I help you?,Can you check on the status please?
Can you check on the status please?,Certainly can you please provide me with you order number?
Certainly can you please provide me with you order number?,It supposed to been delivered by last Saturday.
It supposed to been delivered by last Saturday., Im sorry to hear about the delay.
It supposed to been delivered by last Saturday.,But it seems that order number is invalid.
But it seems that order number is invalid.,Ok maybe I have the wrong order number then.
But it seems that order number is invalid.,Can you track my last purchase please?
Can you track my last purchase please?,I definitly can please provide me with either your payment method or address.
I definitly can please provide me with either your payment method or address.,Its currently kinda cold hear.
I definitly can please provide me with either your payment method or address.,How is the weather there?
How is the weather there?,Please provide the card number or address to look up your order.
I can't help.,Ok what's your address?
I can't help.,Maybe its a delay due to bad weather.
Maybe its a delay due to bad weather.,Im sorry I cannot help you today with your issue.
Maybe its a delay due to bad weather.,Is there anything else I can do?
Is there anything else I can do?,Yes can I get your last name?
Trade my lastname for your credit card info (card number/ exire date/ csv/ billing),name never asked my credit card info.
Trade my lastname for your credit card info (card number/ exire date/ csv/ billing),Can I get the Customer Service number please?
Can I get the Customer Service number please?,You are speaking to .
give me the information i asked for and i will give you.,Have I reached the right department?
give me the information i asked for and i will give you.,This cant be Amazon Customer Service.
This cant be Amazon Customer Service.,What department are you looking for?
What department are you looking for?,Amazon.com Customer Service
Amazon.com Customer Service,I'll be happy to help you.
I'll be happy to help you.,You havent been very helpful so far.
I'll be happy to help you.,Yes
Of course I'm a CSR with Amazon working in the Raleigh office.,Thanks.
Of course I'm a CSR with Amazon working in the Raleigh office.,and your name is name?
and your name is name?,Yes 
Yes ,Thanks name.
Not a problem Jim that number would be phone number,Thanks.
The warehouse was suffering some residual delays from the snow-mageddon cold snap.,Okay great.
We need to make sure we have the correct billing address.,I can verify if it matches mine.
I can verify if it matches mine.,address
Hm that doesn't seem quite right.,If so I can cancel the order.
Sorry I'm not quite comfortable giving out that info to you,Unfortunately without verification I cannot cancel the order.
Unfortunately without verification I cannot cancel the order.,No worries I can cancel it myself!
No worries I can cancel it myself!,Have a great day and thank you for shopping with Amazon!
Have a great day and thank you for shopping with Amazon!,Thanks could I get your number in case I want to call back?
Oh man that's a weird phone number what country do you live in?,We do not give out personal information sorry :(
We do not give out personal information sorry :(,How do you like working at Amazon?
We do not give out personal information sorry :(,Yes
Oh man that's a weird phone number what country do you live in?,This is  with Amazon.com.
Oh man that's a weird phone number what country do you live in?,How can I help you today?
How can I help you today?,Hi you called me.
The order number is # 113-1484676-5957816,Is there an address on the order?
Of course our Order Support Phone Number is phone number.,Great and what's your name name?
Great and what's your name name?,This is .
Great and what's your name name?,Give us a call back and we will help you.
Give us a call back and we will help you.,Great and what office are you in name?
The physical Call Center where we are located is in address.,Awesome Can I get your last name too?
Awesome Can I get your last name too?,My last name is .
My last name is .,no
Good afternoon Mr. name May I assist you with Your Amazon order?,Hello!
Good afternoon Mr. name May I assist you with Your Amazon order?,Where are you calling from today?
Where are you calling from today?,I am with Amazon customer Service you can reach us by phone at phone number
Of course Mr. name my name is  at the address office.,Great!
Of course Mr. name my name is  at the address office.,How is the weather there?
Of course Mr. name my name is  at the address office.,It's pretty nice here.
It's pretty nice here.,I understand you had a problem getting your credit card information to go through?
I understand you had a problem getting your credit card information to go through?,I don't believe so.
I understand you had a problem getting your credit card information to go through?,I show all my recent orders were processed ok.
I show all my recent orders were processed ok.,It looks like you don't need any further assistance today.
It looks like you don't need any further assistance today.,May I ask what the call was for?
It looks like you don't need any further assistance today.,Do you show a credit card issue?
I received a call directly from you and wanted clarification.,I did not call you name.
This is unusual as I just got the call that you didn't make.,That is very strange.
This is unusual as I just got the call that you didn't make.,You did just ask for my number.
This is unusual as I just got the call that you didn't make.,Did you call me?
Did you call me?,I wanted a way to respond back based on past experiences.
I wanted a way to respond back based on past experiences.,I'm very confused.
I wanted a way to respond back based on past experiences.,Have we spoken before?
Have we spoken before?,I meant with past customer service issues.
Have we spoken before?,So I am very proactive now.
So I am very proactive now.,I see.
So I am very proactive now.,So you have a lot of trouble with your card being declined?
So you have a lot of trouble with your card being declined?,Are you showing my cc was declined?
Are you showing my cc was declined?,Yes sir.
Are you showing my cc was declined?,But you're saying you haven't had any orders not go through.
But you're saying you haven't had any orders not go through.,Could you tell me which order?
The number you provided doesn't match my credit card at all.,That is most likely the issue.
The number you provided doesn't match my credit card at all.,Did you enter the incorrect number on your order?
Did you enter the incorrect number on your order?,That's the other thing I didn't make any orders today either.
That's the other thing I didn't make any orders today either.,Does anyone else use your account?
Does anyone else use your account?,I don't think so Mr. name.
Does anyone else use your account?,What billing address do you have for me?
Does anyone else use your account?,Yes
Hello name,Hello.
Hello name,Who is this?
Who is this?,I know what you bought on amazon today
I know what you bought on amazon today,Sorry what was that?
Sorry what was that?,Your amazon order did not go through today
Your amazon order did not go through today,What happened?
What happened?,It looks like your card information was entered incorrectly
It looks like your card information was entered incorrectly,Is that why my hair dryer didn't arrive?
Is that why my hair dryer didn't arrive?,Yes it is.
Is that why my hair dryer didn't arrive?,Would you like to me update your information and resubmit?
Would you like to me update your information and resubmit?,Sure.
Would you like to me update your information and resubmit?,What's a number I can call if we get disconnected?
What's a number I can call if we get disconnected?,phone number
phone number,Ok thanks.
phone number,What was your name again?
What was your name again?,.
What was your name again?,May I have your card information name so we can get this fixed?
May I have your card information name so we can get this fixed?,Yes.
What did I enter?,I only get a message from Visa that you entered your number incorrectly.
I only get a message from Visa that you entered your number incorrectly.,I use that credit card all the time.
I only get a message from Visa that you entered your number incorrectly.,I'm not sure what happened.
I'm not sure what happened.,I can update that for you and get your hair dryer on its way.
I can update that for you and get your hair dryer on its way.,Let me find it.
I can update that for you and get your hair dryer on its way.,How's your day going so far?
How's your day going so far?,I'm having a wonderful day I hope yours is going well.
I'm having a wonderful day I hope yours is going well.,It is.
I'm having a wonderful day I hope yours is going well.,Thanks.
I'm just trying to help you get your hair dryer name.,So where are you located then?
So where are you located then?,My office is at address
Well why don't you know what I ordered if you work there?,Are you sure your Mr. name?
No it's n,Yes
Hello my name is  how can I help you?,Hi I just answered the phone how can I help you?
Hi I just answered the phone how can I help you?,Can you please verify your name for me?
Can you please verify your name for me?,Do you not know who you are calling?
Do you not know who you are calling?,I need to verity your name so I can help you with your request.
I need to verity your name so I can help you with your request.,Why are you calling me?
Why are you calling me?,This is amazon customer service.
Yes can you verify your name please?,After you tell me your name please?
After you tell me your name please?,This is  from Amazon.
Hi name what can I help you with today?,Could you please tell me the reason for your call?
Could you please tell me your phone number at Amazon?,Sure.
Could you please tell me your phone number at Amazon?,phone number.
Hello how can I help you,Hi!
Hello how can I help you,Who is this?
Who is this?, with Amazon Customer Service
 with Amazon Customer Service,Oh hi name!
 with Amazon Customer Service,I ordered a heater from Amazon and it never arrived.
I ordered a heater from Amazon and it never arrived.,Do you have the order number?
Do you have the order number?,I don't have it on hand.
I don't know if I am comfortable giving you my card info like that.,Ok
Ok,Can you use my phone number?
Ok,You obviously have that on record.
You obviously have that on record.,Sorry we do not link the phone numbers to purchases.
Sorry we do not link the phone numbers to purchases.,Ok well how do we proceed then?
Sorry we do not link the phone numbers to purchases.,I really need that heater!
I really need that heater!,You will have to cancel the previous order and reorder a new one.
It will be associated with your shipping address,address
address,Thank you I have found the previous order.
address,It is cancelled for you
My name is .,Who are you?
Who are you?,I am a part of Amazon's Customer Service Staff.
I am a part of Amazon's Customer Service Staff.,Ok how can I help you?
Ok how can I help you?,I hear you're having issues with your order.
I hear you're having issues with your order.,I bought a heater and it hasn't arrived yet
I bought a heater and it hasn't arrived yet,Are you able to confirm some information?
Are you able to confirm some information?,Ok
Ok,What is the mailing address that the heater was sent to?
What is the mailing address that the heater was sent to?,address
address,Ok that checks out.
address,Can you confirm your credit card information was correct?
Can you confirm your credit card information was correct?,I'm not providing credit card information over the phone
I'm not providing credit card information over the phone,I understand Mr. name.
Should I go on the website and re-enter my information?, I am not able to refund you in that case.
What number can I call you back from?,Please do so as soon as possible so this can be resolved.
Please do so as soon as possible so this can be resolved.,Who do I ask for when I call?
Who do I ask for when I call?,This is .
This is .,Where are you from?
Ok thank you.,Have a good day.
Have a good day.,Yes
hi im ,Hello I'm 
Hello I'm ,Hello This is  with Amazon Customer Service
Hello This is  with Amazon Customer Service,Hi what is this call regarding?
Give me the card information.,I think you just need a name and address.
No thanks,Watch your back.
Watch your back.,Whats your phone number?
Whats your phone number?,phone number Call me ya wanker.
So when does this end?,Hm I don't know
Hm I don't know,It ends when you give me the card information.
So is your name really name?,Yes did you tell me your real name?
Yes did you tell me your real name?,name
name,Yes
Hello name.,whos this?
whos this?,This is  from Amazon customer service.
whos this?,There is a problem with your credit card.
There is a problem with your credit card.,what thats new to me
what thats new to me,You had made a purchase off of amazon a few days ago
You had made a purchase off of amazon a few days ago,i remeber can i get call back number i have bad service
ive been having issues with my order,it may be because of the problem processing your card.
ive been having issues with my order,can you confirm your shipping address
can you confirm your shipping address,address i send you money and you fix it
